image,pred_count,suspect_count,status,signal,confidence,gt_count,is_correct,is_multi_gt,is_multi_pred,read_ms,preprocess_ms,infer_ms,post_ms,signal_ms,total_ms,vis_path,error_type,reasons
Hikrobot MV-PD010003-12C-8C (DA8401808)_214546117_1202_4546697_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.879,0.0,50.147,0.497,0.001,138.532,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214553660_1206_4554194_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.844,0.0,49.893,0.491,0.001,138.238,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214602089_1211_4602618_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.908,0.0,49.981,0.556,0.001,120.454,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214603620_1212_4604158_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.824,0.0,49.323,0.458,0.001,129.616,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214604940_1213_4605422_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.934,0.0,50.392,0.768,0.002,132.11,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214606389_1214_4607009_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.348,0.0,48.507,0.387,0.001,126.25,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214607890_1215_4608386_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.294189,1,0,0,0,85.505,0.0,66.257,0.571,0.002,152.343,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214609609_1216_4610131_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.273438,1,0,0,0,68.041,0.0,74.19,0.523,0.002,142.766,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214615230_1218_4615733_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.422363,1,0,0,0,88.527,0.0,92.254,0.402,0.001,181.19,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214618291_1219_4618938_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.586,0.0,50.934,0.459,0.001,142.988,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214619740_1220_4620388_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.809,0.0,54.521,0.976,0.002,123.322,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214620770_1221_4621368_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,99.222,0.0,55.297,0.467,0.001,154.997,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214625580_1223_4626137_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.320801,1,0,0,0,76.699,0.0,69.515,0.319,0.001,146.542,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214627031_1224_4627727_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.377686,1,0,0,0,80.679,0.0,67.563,0.477,0.001,148.726,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214633612_1227_4634169_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,71.488,0.0,50.766,0.48,0.001,122.745,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214634941_1228_4635581_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.945,0.0,50.693,0.503,0.001,136.151,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214640262_1229_4640776_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.825,0.0,48.632,0.484,0.001,133.95,,unknown,no valid parcel candidate found
